ID,Werkzeug,Maschine,Qualitaetsparameter,Vorschub,Energieverbrauch,Ausschuss
14209,1,A,21.600000000000001,1.8999999999999999,15.1,0
14210,3,B,27.800000000000001,1.1000000000000001,15.5,0
14211,1,A,19.100000000000001,2.7000000000000002,16.699999999999999,0
14212,2,A,23.800000000000001,2.3999999999999999,15.6,0
14213,3,B,21,1.8,15.4,0
14214,1,A,14.9,2.7000000000000002,18,1
14215,3,A,15.199999999999999,1.7,18.199999999999999,1
14216,1,A,22.600000000000001,2.2000000000000002,15.300000000000001,0
14217,1,A,19.199999999999999,2.2000000000000002,16.600000000000001,0
14218,3,B,14,1.3,28.300000000000001,1
14219,1,A,25,1.1000000000000001,16.600000000000001,0
14220,2,A,24.5,1.2,19.5,0
14221,1,A,17.199999999999999,2.5,15.699999999999999,0
14222,2,B,22.800000000000001,3,16.800000000000001,0
14223,1,A,24.899999999999999,1.3,15.1,0
14224,3,A,17,3,18.199999999999999,0
14225,3,A,21.300000000000001,1.3999999999999999,15.4,0
14226,1,B,20.699999999999999,1.6000000000000001,18.100000000000001,0
14227,1,B,26.5,1.3999999999999999,20.699999999999999,0
14228,2,A,25.800000000000001,2.2999999999999998,15,0
14229,3,B,24.100000000000001,1.5,15.699999999999999,0
14230,3,A,13.199999999999999,2.5,17.300000000000001,1
14231,3,B,27.699999999999999,1.3,16,0
14232,3,B,17.899999999999999,2.7000000000000002,19,0
14233,2,A,17.100000000000001,1.7,21.300000000000001,0
14234,3,B,18.5,2.8999999999999999,15.5,0
14235,2,B,22.5,2.7999999999999998,16.899999999999999,0
14236,3,A,9.9000000000000004,2.3999999999999999,17.300000000000001,1
14237,3,B,22.300000000000001,1.8,16.600000000000001,0
14238,1,A,24.199999999999999,2.5,17.300000000000001,0
14239,1,A,18.899999999999999,2.7999999999999998,17.100000000000001,0
14240,3,A,20.899999999999999,1.2,17.399999999999999,0
14241,3,A,22.800000000000001,1.2,16.100000000000001,0
14242,2,A,22.100000000000001,1.8,15.4,0
14243,3,B,22.800000000000001,1.3999999999999999,17.699999999999999,0
14244,3,A,11.300000000000001,1.7,17.899999999999999,1
14245,3,B,24.5,2,15.300000000000001,0
14246,3,B,24,2.1000000000000001,14.5,0
14247,3,A,17.5,2.8999999999999999,17,0
14248,2,A,29.399999999999999,1.1000000000000001,17.5,0
14249,1,A,25.800000000000001,1.7,15.199999999999999,0
14250,3,B,18.199999999999999,2.5,19.399999999999999,0
14251,3,B,17.600000000000001,2.7000000000000002,19.300000000000001,0
14252,3,A,15.199999999999999,1.8,18.600000000000001,1
14253,3,B,29.899999999999999,1.8999999999999999,15.9,0
14254,3,A,10.1,2.3999999999999999,17.699999999999999,1
14255,2,A,22.5,1.3,15.1,0
14256,1,A,16.100000000000001,2.2999999999999998,19.800000000000001,1
14257,3,A,17.399999999999999,1.7,20.300000000000001,0
14258,3,B,24.300000000000001,1.8999999999999999,15,0
14259,3,A,16.899999999999999,2.7000000000000002,15.6,1
14260,1,B,26.800000000000001,1.3,20.899999999999999,0
14261,1,A,15.699999999999999,2.2999999999999998,20.5,1
14262,2,A,22.699999999999999,1.1000000000000001,16,0
14263,1,B,26.800000000000001,1.2,20.100000000000001,0
14264,3,A,12.300000000000001,2.2000000000000002,16.699999999999999,1
14265,2,B,21.699999999999999,2.5,18.399999999999999,0
14266,1,A,23.699999999999999,2.5,16.899999999999999,0
14267,2,B,28.699999999999999,1.5,16.199999999999999,0
14268,3,A,14.300000000000001,2.3999999999999999,19,1
14269,3,B,24.199999999999999,2,14.4,0
14270,1,A,25,1.2,15.300000000000001,0
14271,2,B,28.5,1.8,15.6,0
14272,1,A,21.600000000000001,1.3,18.199999999999999,0
14273,1,A,19.699999999999999,1.5,15.800000000000001,0
14274,1,A,16.399999999999999,2.7999999999999998,15.300000000000001,1
14275,3,B,21.100000000000001,1.5,16.699999999999999,0
14276,1,B,26.600000000000001,1.1000000000000001,19.899999999999999,0
14277,3,B,22.300000000000001,2,16.600000000000001,0
14278,2,A,21.600000000000001,1.7,17.600000000000001,0
14279,3,B,18.600000000000001,2.7999999999999998,15.1,0
14280,1,A,18.800000000000001,2.7999999999999998,17.100000000000001,0
14281,3,A,12.5,2.3999999999999999,16.899999999999999,1
14282,3,B,18.100000000000001,2.2999999999999998,18.800000000000001,0
14283,2,A,17.100000000000001,1.8,22.199999999999999,0
14284,1,A,22,1.8,18.300000000000001,0
14285,3,B,24,1.3,15.699999999999999,0
14286,1,B,26.699999999999999,2.2000000000000002,19.300000000000001,0
14287,3,A,27,1.3,16.100000000000001,0
14288,2,B,25.300000000000001,2.1000000000000001,17.100000000000001,0
14289,2,B,21.399999999999999,2.7000000000000002,17.899999999999999,0
14290,1,A,15.4,2.3999999999999999,19.899999999999999,1
14291,3,A,20.600000000000001,1.5,16.399999999999999,0
14292,3,A,15.300000000000001,1.7,16.699999999999999,1
14293,1,A,15.199999999999999,2.7000000000000002,18.899999999999999,1
14294,3,A,14.4,2.2000000000000002,18.800000000000001,1
14295,3,B,21.300000000000001,1.5,17.699999999999999,0
14296,2,A,23.399999999999999,2.2999999999999998,15.9,0
14297,1,B,26.300000000000001,2.2000000000000002,19.100000000000001,0
14298,3,A,12.699999999999999,2.2000000000000002,16.300000000000001,1
14299,1,B,19.699999999999999,2.7000000000000002,22.300000000000001,0
14300,3,B,17.899999999999999,2.7999999999999998,20,0
14301,1,B,23.800000000000001,1.8999999999999999,17.699999999999999,0
14302,3,B,21.399999999999999,1.5,16.300000000000001,0
14303,1,A,17.699999999999999,2.3999999999999999,16,0
14304,2,A,24.699999999999999,1.6000000000000001,19.800000000000001,0
14305,2,B,25.699999999999999,2.3999999999999999,15.300000000000001,0
14306,3,B,17,2.3999999999999999,17.300000000000001,0
14307,3,B,23.800000000000001,1.2,15.4,0
14308,3,A,20.100000000000001,2.5,16.300000000000001,0
14309,2,A,21.300000000000001,2.2000000000000002,18.100000000000001,0
14310,1,A,22.699999999999999,1.3,14.699999999999999,0
14311,1,B,29.199999999999999,1.2,14.6,0
14312,2,B,22.699999999999999,2.8999999999999999,16.699999999999999,0
14313,1,A,16.399999999999999,2.8999999999999999,15.800000000000001,1
14314,1,A,21.699999999999999,1.3999999999999999,14.5,0
14315,1,A,22.5,2.1000000000000001,15.800000000000001,0
14316,2,A,23.100000000000001,1.3999999999999999,16.800000000000001,0
14317,2,A,23.600000000000001,2.3999999999999999,16.300000000000001,0
14318,3,A,20.5,1.7,16,0
14319,3,A,21.300000000000001,1.3,15.699999999999999,0
14320,2,B,18.199999999999999,2.7999999999999998,19.5,0
14321,1,B,19.899999999999999,2.2999999999999998,21.699999999999999,0
14322,1,B,20.600000000000001,1.6000000000000001,18.399999999999999,0
14323,3,B,24.100000000000001,1.3999999999999999,15.4,0
14324,3,A,16.699999999999999,2.7000000000000002,15.1,1
14325,3,B,21.199999999999999,1.8999999999999999,14.800000000000001,0
14326,3,A,15.199999999999999,1.6000000000000001,17.100000000000001,1
14327,1,A,25.5,1.7,15.6,0
14328,2,B,21.5,2.2000000000000002,19.100000000000001,0
14329,2,B,17.800000000000001,3,20.300000000000001,0
14330,1,A,21.800000000000001,1.7,15,0
14331,2,B,30.800000000000001,1.5,17.800000000000001,0
14332,1,A,20,2.2999999999999998,16.399999999999999,0
14333,3,A,17.5,1.8,19.600000000000001,0
14334,1,B,23.300000000000001,2.7999999999999998,18,0
14335,1,B,17.399999999999999,3,17.800000000000001,0
14336,1,B,17.800000000000001,3,17.100000000000001,0
14337,1,A,19.800000000000001,2.2000000000000002,16.399999999999999,0
14338,3,B,24,1.6000000000000001,16,0
14339,3,A,13.199999999999999,2.2999999999999998,16.199999999999999,1
14340,2,B,21.100000000000001,2.6000000000000001,18.899999999999999,0
14341,3,B,17.699999999999999,1.3,23.699999999999999,0
14342,1,A,22.100000000000001,2.1000000000000001,16.300000000000001,0
14343,1,B,23.600000000000001,2.7999999999999998,17.5,0
14344,1,A,21.800000000000001,1.6000000000000001,14.800000000000001,0
14345,3,B,14.199999999999999,1.2,27.5,1
14346,3,B,23.600000000000001,1.3999999999999999,14.5,0
14347,1,A,21.600000000000001,1,18.600000000000001,0
14348,2,A,25.600000000000001,2.1000000000000001,15,0
14349,2,A,23.399999999999999,2.1000000000000001,15.199999999999999,0
14350,1,B,19.5,2.2999999999999998,21.899999999999999,0
14351,3,A,26.5,1.3,16.399999999999999,0
14352,2,A,22.399999999999999,1.2,15,0
14353,1,A,15.300000000000001,2.2999999999999998,20.199999999999999,1
14354,2,A,29.399999999999999,1.1000000000000001,17.100000000000001,0
14355,1,B,23.5,2.1000000000000001,17.800000000000001,0
14356,1,A,25.399999999999999,1.7,15.1,0
14357,3,B,22.5,1.3999999999999999,18.199999999999999,0
14358,1,B,23.699999999999999,2.2000000000000002,18.199999999999999,0
14359,2,B,18.100000000000001,2.8999999999999999,20,0
14360,1,A,15.300000000000001,2.7000000000000002,19,1
14361,1,B,23.5,2.7000000000000002,16.899999999999999,0
14362,1,B,23.699999999999999,2.2000000000000002,19,0
14363,1,B,27.100000000000001,2.2999999999999998,18.699999999999999,0
14364,3,B,21.199999999999999,1.7,15.5,0
14365,3,A,14.9,1.7,17,1
14366,3,B,30.199999999999999,1.7,15.800000000000001,0
14367,3,A,15.300000000000001,1.8,18.100000000000001,1
14368,3,A,13,2.3999999999999999,16.199999999999999,1
14369,2,B,31.199999999999999,1.7,17.300000000000001,0
14370,3,B,21.5,1.8999999999999999,14.6,0
14371,2,A,21.5,2.2999999999999998,18.100000000000001,0
14372,1,A,22.199999999999999,2.1000000000000001,14.9,0
14373,1,A,21.5,1.1000000000000001,17.699999999999999,0
14374,1,A,15,2.6000000000000001,18.300000000000001,1
14375,1,A,19.5,1.3999999999999999,16.399999999999999,0
14376,2,A,24.600000000000001,1.3999999999999999,20.5,0
14377,2,B,21.5,2.5,19,0
14378,2,A,24.800000000000001,1.3999999999999999,20.100000000000001,0
14379,3,B,20.699999999999999,1.8999999999999999,15.6,0
14380,2,A,23.100000000000001,1.3999999999999999,15.4,0
14381,2,B,21.300000000000001,2.3999999999999999,18.199999999999999,0
14382,1,B,19.699999999999999,2.3999999999999999,22.600000000000001,0
14383,3,B,13.1,2.7000000000000002,21.899999999999999,1
14384,2,B,25.5,1.8999999999999999,17.100000000000001,0
14385,1,A,19.699999999999999,2.1000000000000001,16.600000000000001,0
14386,1,A,10,2.8999999999999999,18.5,1
14387,2,B,17.5,3,20.5,0
14388,3,B,23.899999999999999,1.7,15.9,0
14389,3,A,16.399999999999999,2.7000000000000002,15.5,1
14390,1,A,21.899999999999999,1.5,15.6,0
14391,3,A,13,2.2999999999999998,16.899999999999999,1
14392,3,B,27.399999999999999,1,15.800000000000001,0
14393,3,A,16.300000000000001,2.6000000000000001,16,1
14394,1,A,25.399999999999999,1.7,15.5,0
14395,3,A,12.800000000000001,2.2999999999999998,16.300000000000001,1
14396,2,B,28.399999999999999,1.6000000000000001,16,0
14397,2,A,21.399999999999999,2.2999999999999998,17.5,0
14398,3,A,20.5,1.6000000000000001,15.9,0
14399,3,A,15.199999999999999,1.8,18.100000000000001,1
14400,1,B,27,2.2000000000000002,18.5,0
14401,2,B,25.5,2,17.100000000000001,0
14402,2,A,25.399999999999999,2.3999999999999999,15.699999999999999,0
14403,1,A,21.699999999999999,2,16.600000000000001,0
14404,3,A,15.4,1.8,17.300000000000001,1
14405,2,A,17.5,1.7,21.300000000000001,0
14406,1,B,20.300000000000001,1.8999999999999999,18,0
14407,1,A,22.199999999999999,2.2000000000000002,15.199999999999999,0
14408,1,A,25.699999999999999,1.6000000000000001,15.1,0
14409,2,A,22.899999999999999,1.2,16.800000000000001,0
14410,3,B,27.399999999999999,1,15.699999999999999,0
14411,3,A,21,1.1000000000000001,17.300000000000001,0
14412,3,B,22.699999999999999,1.7,16.699999999999999,0
14413,2,A,29.699999999999999,1.1000000000000001,16.399999999999999,0
14414,3,A,20.699999999999999,1.8,16.300000000000001,0
14415,1,A,9.9000000000000004,2.8999999999999999,18.199999999999999,1
14416,2,A,26.100000000000001,1.3,15.6,0
14417,1,B,20.600000000000001,1.7,17.800000000000001,0
14418,3,B,18.100000000000001,1.5,24.100000000000001,0
14419,2,A,25.600000000000001,2.2999999999999998,15.300000000000001,0
14420,2,A,22.600000000000001,1.2,15.1,0
14421,3,B,21.399999999999999,1.5,17,0
14422,1,A,22.600000000000001,1.3999999999999999,15.300000000000001,0
14423,1,A,22.199999999999999,2.1000000000000001,15.9,0
14424,2,B,28.300000000000001,1.7,15.6,0
14425,3,B,22.199999999999999,2.1000000000000001,15.699999999999999,0
14426,2,A,23.100000000000001,1.3999999999999999,15.5,0
14427,2,B,28.600000000000001,1.5,15.5,0
14428,3,B,22.199999999999999,3.1000000000000001,15.5,0
14429,3,A,26.899999999999999,1.1000000000000001,16.5,0
14430,3,B,24.199999999999999,1.5,16.199999999999999,0
14431,3,B,17.899999999999999,2.8999999999999999,20.100000000000001,0
14432,1,A,15.9,2.3999999999999999,20.600000000000001,1
14433,3,A,12.6,2.2999999999999998,16.100000000000001,1
14434,2,A,22,1.7,16.600000000000001,0
14435,1,B,24.399999999999999,1.3,16,0
14436,3,B,18.300000000000001,2.7999999999999998,15,0
14437,3,B,18.100000000000001,2.5,18.5,0
14438,3,A,21.100000000000001,1,17.399999999999999,0
14439,3,A,15.199999999999999,1.8,17.899999999999999,1
14440,3,A,21.399999999999999,1.3999999999999999,15.300000000000001,0
14441,2,B,25.5,2.3999999999999999,16.100000000000001,0
14442,2,B,22.899999999999999,3,16.899999999999999,0
14443,2,A,26.199999999999999,1.2,17,0
14444,3,B,29.600000000000001,1.6000000000000001,14.6,0
14445,1,A,25.100000000000001,1.1000000000000001,15.1,0
14446,2,A,17,1.8,21.699999999999999,0
14447,3,B,21.5,1.6000000000000001,16.800000000000001,0
14448,3,B,22.5,1.2,18.300000000000001,0
14449,3,B,22.199999999999999,1.8,16.199999999999999,0
14450,2,B,31.300000000000001,1.6000000000000001,17.800000000000001,0
14451,3,B,27.600000000000001,1.2,16,0
14452,1,B,28.800000000000001,1,15,0
14453,1,A,15.4,2.2999999999999998,20.600000000000001,1
14454,3,A,22.899999999999999,1.3,15.1,0
14455,3,B,22.699999999999999,1.2,17.300000000000001,0
14456,3,A,12.699999999999999,2.2999999999999998,16.800000000000001,1
14457,2,A,23,1.2,16.399999999999999,0
14458,1,A,21.800000000000001,1.3,15.199999999999999,0
14459,3,A,17.399999999999999,3.1000000000000001,16.600000000000001,0
14460,2,B,22.699999999999999,2.7999999999999998,17.5,0
14461,1,A,21.800000000000001,1.6000000000000001,15.300000000000001,0
14462,2,A,25.399999999999999,2.2999999999999998,15.300000000000001,0
14463,3,B,23.600000000000001,1.7,15.699999999999999,0
14464,1,B,23.699999999999999,2.2999999999999998,18.199999999999999,0
14465,2,B,17.5,2.8999999999999999,20.600000000000001,0
14466,1,A,24.600000000000001,1.8999999999999999,18.300000000000001,0
14467,2,A,17.300000000000001,1.7,21.199999999999999,0
14468,2,B,31.5,1.8,18.800000000000001,0
14469,3,A,26.399999999999999,1.3,16.199999999999999,0
14470,1,B,26.899999999999999,1.2,19.800000000000001,0
14471,3,A,20.100000000000001,2.7000000000000002,15.4,0
14472,2,A,26,1.1000000000000001,16.199999999999999,0
14473,1,B,23.300000000000001,2.1000000000000001,18,0
14474,3,B,21.600000000000001,1.5,16.399999999999999,0
14475,1,A,22.399999999999999,1.3999999999999999,14.699999999999999,0
14476,2,A,23,1,15.800000000000001,0
14477,1,A,21.899999999999999,1.5,14.9,0
14478,2,A,21.399999999999999,1.7,15.5,0
14479,2,B,22.699999999999999,2.8999999999999999,17,0
14480,1,A,21.899999999999999,0.90000000000000002,17.899999999999999,0
14481,1,A,21.600000000000001,1.8,15.800000000000001,0
14482,1,A,17.5,2.2000000000000002,15.6,0
14483,3,A,20.5,1.6000000000000001,15.800000000000001,0
14484,3,A,11.699999999999999,1.7,17.899999999999999,1
14485,1,A,21.800000000000001,1,18.5,0
14486,1,B,26.600000000000001,1.3,20.899999999999999,0
14487,1,A,21.899999999999999,1.8999999999999999,16.100000000000001,0
14488,1,A,16.600000000000001,2.7999999999999998,15.4,1
14489,3,A,14.300000000000001,2.2999999999999998,19.5,1
14490,2,B,21.399999999999999,2.3999999999999999,18.5,0
14491,1,A,14.800000000000001,2.8999999999999999,17.600000000000001,1
14492,1,A,21.800000000000001,1.8999999999999999,15.5,0
14493,3,A,13.199999999999999,2.3999999999999999,17.199999999999999,1
14494,3,A,20.300000000000001,2.6000000000000001,16.399999999999999,0
14495,3,B,22.600000000000001,2.7999999999999998,14.6,0
14496,2,B,30.699999999999999,1.6000000000000001,17.699999999999999,0
14497,1,A,15,3,17.699999999999999,1
14498,3,B,21.199999999999999,1.8,14.9,0
14499,3,B,29.699999999999999,1.8999999999999999,14.9,0
14500,3,B,18.199999999999999,2.3999999999999999,19.300000000000001,0
14501,3,B,18.199999999999999,2.5,19,0
14502,1,B,23.699999999999999,2.6000000000000001,17.100000000000001,0
14503,1,A,22,2.3999999999999999,15.300000000000001,0
14504,3,A,14.6,1.7,17.800000000000001,1
14505,2,A,29.300000000000001,1.1000000000000001,17,0
14506,2,B,25.399999999999999,2,17,0
14507,3,A,26.699999999999999,1.2,16.100000000000001,0
14508,1,B,27.199999999999999,1.3,19.800000000000001,0
14509,3,B,16.699999999999999,2.2000000000000002,18.300000000000001,1
14510,1,A,14.5,2.8999999999999999,17.800000000000001,1
14511,1,B,17.899999999999999,2.7999999999999998,18.300000000000001,0
14512,3,B,18.399999999999999,2.3999999999999999,19.5,0
14513,1,A,16.899999999999999,2.2000000000000002,16,1
14514,1,A,21.800000000000001,1.8,15.6,0
14515,3,A,20.699999999999999,1.3999999999999999,15.4,0
14516,1,A,15.1,2.5,18.699999999999999,1
14517,2,B,28.399999999999999,1.7,15.1,0
14518,2,B,31.199999999999999,1.6000000000000001,17.5,0
14519,1,B,23.699999999999999,2,17.5,0
14520,3,A,14.1,2.5,19.199999999999999,1
14521,1,A,22,2,15.4,0
14522,1,B,24.399999999999999,1.3999999999999999,16.199999999999999,0
14523,1,A,22.199999999999999,2.1000000000000001,16.199999999999999,0
14524,1,A,23.100000000000001,1.5,15.699999999999999,0
14525,1,A,19.5,1.3999999999999999,15.800000000000001,0
14526,1,B,24.699999999999999,1.3,16.199999999999999,0
14527,3,A,22.399999999999999,1.1000000000000001,16,0
14528,2,B,25.199999999999999,2,17.199999999999999,0
14529,1,A,21.800000000000001,1.6000000000000001,17.600000000000001,0
14530,3,B,13.6,2.7999999999999998,20.899999999999999,1
14531,1,A,14.800000000000001,2.7999999999999998,18.699999999999999,1
14532,3,A,17.699999999999999,1.8,19.699999999999999,0
14533,3,B,21,1.3999999999999999,17.199999999999999,0
14534,2,A,22.600000000000001,1.3,15.800000000000001,0
14535,1,A,10,1.7,20.5,1
14536,1,A,24.899999999999999,1,15,0
14537,3,B,16.699999999999999,2.2999999999999998,17.5,1
14538,3,A,26.399999999999999,1.2,15.9,0
14539,3,B,17.899999999999999,3,19.399999999999999,0
14540,3,A,17.600000000000001,1.8,18.800000000000001,0
14541,1,A,25.100000000000001,0.90000000000000002,15.199999999999999,0
14542,1,A,21.699999999999999,1.6000000000000001,17.899999999999999,0
14543,2,B,31,1.6000000000000001,16.100000000000001,0
14544,2,A,23,1.3,15.300000000000001,0
14545,1,A,10.300000000000001,2.8999999999999999,17.399999999999999,1
14546,1,B,24.600000000000001,1.3,15.6,0
14547,2,A,22,1.7,16.5,0
14548,1,A,10.300000000000001,3.1000000000000001,17.399999999999999,1
14549,2,A,21.5,2.2999999999999998,18.199999999999999,0
14550,1,A,9.5,1.7,20,1
14551,2,A,16.800000000000001,1.7,22.300000000000001,1
14552,1,A,21.899999999999999,1.8999999999999999,16.100000000000001,0
14553,3,B,29.800000000000001,2,15.1,0
14554,1,A,14.1,3.1000000000000001,17.100000000000001,1
14555,2,A,17.199999999999999,1.8,21.5,0
14556,2,A,22.800000000000001,1.2,15.1,0
14557,1,A,19.899999999999999,1.5,15.800000000000001,0
14558,3,A,9.9000000000000004,2.6000000000000001,17.300000000000001,1
14559,2,B,28.800000000000001,1.6000000000000001,16.899999999999999,0
14560,1,A,24.100000000000001,2.6000000000000001,17.5,0
14561,1,A,24.899999999999999,0.90000000000000002,15.6,0
14562,3,A,9.9000000000000004,2.3999999999999999,16.399999999999999,1
14563,1,B,20.300000000000001,1.8,17.699999999999999,0
14564,3,B,22,1.7,17,0
14565,3,A,21,1.7,16.5,0
14566,2,B,22.899999999999999,3,17,0
14567,2,A,23,2.2999999999999998,15.6,0
14568,3,B,21.399999999999999,1.5,16.899999999999999,0
14569,1,A,19.800000000000001,2.2000000000000002,16.899999999999999,0
14570,1,B,20.300000000000001,1.7,17.5,0
14571,2,A,17,1.6000000000000001,21.800000000000001,0
14572,3,A,26.399999999999999,1.2,16.300000000000001,0
14573,1,B,23.399999999999999,2.8999999999999999,18.5,0
14574,3,A,17.600000000000001,3,17.899999999999999,0
14575,3,B,14.300000000000001,1.3,28.600000000000001,1
14576,1,B,19.199999999999999,2.3999999999999999,22.100000000000001,0
14577,1,B,23.899999999999999,2,18.699999999999999,0
14578,1,A,19.399999999999999,2.7999999999999998,17.800000000000001,0
14579,1,B,24.699999999999999,1.6000000000000001,16.100000000000001,0
14580,3,B,22.600000000000001,3.1000000000000001,15.6,0
14581,3,B,24.5,2.2000000000000002,15.9,0
14582,3,A,10,2.5,17.5,1
14583,3,B,23.800000000000001,1.6000000000000001,14.800000000000001,0
14584,1,B,24.199999999999999,1.5,16.399999999999999,0
14585,2,A,25.699999999999999,2.1000000000000001,14.199999999999999,0
14586,3,A,12.5,2.2999999999999998,17.199999999999999,1
14587,2,A,23.399999999999999,2.2000000000000002,14.9,0
14588,3,A,14.300000000000001,2.2000000000000002,19.300000000000001,1
14589,1,A,22.100000000000001,2,17,0
14590,1,A,22.600000000000001,1.5,15.199999999999999,0
14591,1,A,22.199999999999999,2.1000000000000001,16.899999999999999,0
14592,3,B,22.600000000000001,1.3,17.699999999999999,0
14593,2,B,31.100000000000001,1.6000000000000001,18,0
14594,1,B,24.600000000000001,1.3999999999999999,16.600000000000001,0
14595,2,A,21.800000000000001,1.8,16.199999999999999,0
14596,1,B,26.699999999999999,2.2999999999999998,18.600000000000001,0
14597,2,A,21.600000000000001,2.3999999999999999,18.300000000000001,0
14598,1,A,21.600000000000001,2.1000000000000001,16.5,0
14599,1,A,19.199999999999999,2.7999999999999998,15.699999999999999,0
14600,3,A,17.5,3,17.5,0
14601,3,B,13.6,2.7000000000000002,20.699999999999999,1
14602,3,A,14.4,1.6000000000000001,16.199999999999999,1
14603,3,A,16.899999999999999,2.7000000000000002,16.5,1
14604,2,B,30.800000000000001,1.7,18.100000000000001,0
14605,3,B,21.300000000000001,1.8999999999999999,15,0
14606,2,B,25.300000000000001,2.5,15.5,0
14607,1,A,22.399999999999999,1.3999999999999999,14.199999999999999,0
14608,3,A,21.399999999999999,1.3,18.199999999999999,0
14609,2,A,25.600000000000001,2.2000000000000002,14.9,0
14610,3,A,17.100000000000001,1.8999999999999999,19.600000000000001,0
14611,1,A,10.199999999999999,3.1000000000000001,18.399999999999999,1
14612,1,B,23.399999999999999,3,16.5,0
14613,1,A,16.5,2.8999999999999999,15.6,1
14614,2,A,22.399999999999999,1.2,15.800000000000001,0
14615,3,B,27.699999999999999,1,16.100000000000001,0
14616,1,B,26.800000000000001,2.1000000000000001,19,0
